-1.08271,53.95763
-2.22001,52.18935
-2.12296,52.58547
-0.55893,51.31903
-2.63706,53.54296
-1.9945,52.51868
-0.39602,51.65531
-2.58024,53.39254
-1.98396,52.58528
-1.78116,51.55797
-3.94323,51.62079
-1.81667,52.56667
-0.2,51.35
-1.38222,54.90465
-2.18538,53.00415
-2.15761,53.40979
0.71433,51.53782
-1.40428,50.90395
-0.59541,51.50949
-1.4659,53.38297
1.41667,51.36667
-2.73333,53.45
-1.35678,53.43012
-0.97113,51.45625
-2.70452,53.76282
-1.09125,50.79899
-1.98458,50.71429
-4.14305,50.37153
-0.24777,52.57364
-1.25596,51.75222
-2.1183,53.54051
-1.15047,52.9536
1.29834,52.62783
-0.88333,52.25
-2.99835,51.58774
-1.61396,54.97328
-0.75583,52.04172
-1.23483,54.57623
-1.2,53.13333
-2.23743,53.48095
0.51667,51.26667
-0.41748,51.87967
-0.12574,51.50853
-2.97794,53.41058
-0.53792,53.22683
-1.13169,52.6386
-1.54785,53.79648
-0.33525,53.7446
-0.10304,51.53622
1.15545,52.05917
-1.78416,53.64904
-0.74934,51.62907
0.57292,50.85519
-0.07553,53.56539
-2.2431,51.86568
-4.25763,55.86515
0.54863,51.38914
-3.52751,50.7236
-0.08497,51.65147
-3.19648,55.95206
0.28453,50.76871
-2.97489,56.46913
-2.08333,52.5
-1.13116,53.52285
-1.47663,52.92277
0.16667,51.55
-0.1,51.38333
-0.18312,51.11303
-1.51217,52.40656
0.90421,51.88921
-1.41667,53.25
-2.07972,51.90006
0.46958,51.73575
-3.18,51.48
0.11667,52.2
-1.64263,52.80728
-2.23333,53.8
-2.59665,51.45523
-0.13947,50.82838
-1.75206,53.79391
-1.8795,50.72048
-2.43333,53.58333
-3.05,53.81667
-2.48333,53.75
-1.89983,52.48142
-3.01479,53.39337
0.14866,51.44162
-5.92541,54.59682
-0.46632,52.13459
-1.08708,51.26249
0.45782,51.56844
-2.09814,57.14369
-2.44926,52.67659
-2.6266,51.2372
-6.13586,53.29395
-6.24889,53.33306
-8.47061,51.89797
